Chamber,Treatment,Time,Std_Curve_Num,Area,Concentration
1,Leach_field,5,1,4.517089367,0
2,Leach_field,5,1,4.209639549,0
3,Leach_field,5,1,3.974430323,0
4,Control,5,1,4.035019875,0
5,Control,5,1,4.249495506,0
6,Control,5,1,3.755904198,0
1,Leach_field,600,1,4.354937553,0
2,Leach_field,600,1,4.126111984,0
3,Leach_field,600,1,4.371366978,0
4,Control,600,1,3.917711973,0
5,Control,600,1,3.849273682,0
6,Control,600,1,4.235814095,0
1,Leach_field,1200,1,3.963871002,0
2,Leach_field,1200,1,3.767430782,0
3,Leach_field,1200,1,3.775261879,0
4,Control,1200,1,3.658749819,0
5,Control,1200,1,3.725312471,0
6,Control,1200,2,3.766308784,0
1,Leach_field,1800,2,3.685609818,0
2,Leach_field,1800,2,4.147553444,0
3,Leach_field,1800,2,4.579555988,0
4,Control,1800,2,3.97226572,0
5,Control,1800,2,3.766932964,0
6,Control,1800,2,4.048701763,0
