Chamber,Treatment,Time,Std_Curve_Num,Area,Concentration
1,Leach_field,5,1,3.650875568,0
2,Leach_field,5,1,4.088896275,0
3,Leach_field,5,1,NA,0
4,Control,5,1,3.82962,0
5,Control,5,1,3.752099037,0
6,Control,5,1,3.545893908,0
1,Leach_field,600,1,3.896769285,0
2,Leach_field,600,1,3.420278311,0
3,Leach_field,600,1,3.612526178,0
4,Control,600,1,3.691692829,0
5,Control,600,1,3.623917818,0
6,Control,600,1,3.53936553,0
1,Leach_field,1200,1,3.556453705,0
2,Leach_field,1200,1,3.610670805,0
3,Leach_field,1200,1,3.490332603,0
4,Control,1200,1,3.583168268,0
5,Control,1200,1,3.470647335,0
6,Control,1200,1,3.553432941,0
1,Leach_field,1800,1,3.588449478,0
2,Leach_field,1800,1,3.080132008,0
3,Leach_field,1800,1,3.286957264,0
4,Control,1800,1,3.290706635,0
5,Control,1800,1,3.38180995,0
6,Control,1800,1,3.616032839,0
