Chamber,Treatment,Time,Std_Curve_Num,Area,Concentration
1,Leach_field,5,1,49.95349121,0
2,Leach_field,5,1,49.92610931,0
3,Leach_field,5,1,NA,0
4,Control,5,1,51.11458588,0
5,Control,5,1,50.06243515,0
6,Control,5,1,50.59812927,0
1,Leach_field,600,1,51.60520935,0
2,Leach_field,600,1,53.58562851,0
3,Leach_field,600,1,52.02219009,0
4,Control,600,1,57.59083557,0
5,Control,600,1,51.31250381,0
6,Control,600,1,52.54605103,0
1,Leach_field,1200,1,58.89336777,0
2,Leach_field,1200,1,54.22225571,0
3,Leach_field,1200,1,52.97208786,0
4,Control,1200,1,57.13875198,0
5,Control,1200,1,55.16643906,0
6,Control,1200,1,58.49510574,0
1,Leach_field,1800,1,58.52312851,0
2,Leach_field,1800,1,61.97555542,0
3,Leach_field,1800,1,55.09604263,0
4,Control,1800,1,60.38415909,0
5,Control,1800,1,56.18708801,0
6,Control,1800,1,57.8495903,0
